run_id,timestamp,l0_files,stall_micros_total,stall_micros_delta,compaction_pending_bytes,is_write_stopped,actual_delayed_write_rate,num_running_compactions,write_throughput_mb_s,batch_latency_ms,bg_jobs
1774960591593,1.77496e+09,15,0,0,1375023024,0,16777216,2,562.461,6.9973,4
1774960591593,1.77496e+09,12,389213,389213,1375014582,0,12582911,2,6.27437,627.436,4
1774960591593,1.77496e+09,12,546224,157011,1375014582,0,10066328,2,13.2873,296.423,4
1774960591593,1.77496e+09,6,586415,40191,215553662,0,0,1,83.3477,47.2788,4
1774960591593,1.77496e+09,3,586415,0,231179146,0,0,1,456.331,8.63535,4
1774960591593,1.77496e+09,3,586415,0,231179146,0,0,1,553.785,7.11572,4
1774960591593,1.77496e+09,4,586415,0,231179146,0,0,1,459.176,8.58185,4
1774960591593,1.77496e+09,4,586415,0,231179146,0,0,1,557.998,7.06199,4
1774960591593,1.77496e+09,4,586415,0,231179146,0,0,1,555.979,7.08764,4
1774960591593,1.77496e+09,5,586415,0,231179146,0,0,1,449.944,8.75795,4
1774960591593,1.77496e+09,5,586415,0,231179146,0,0,1,579.45,6.80056,4
1774960591593,1.77496e+09,6,590802,4387,231179146,0,0,1,299.671,13.1497,4
1774960591593,1.77496e+09,6,590802,0,231179146,0,0,1,578.78,6.80843,4
1774960591593,1.77496e+09,6,854620,263818,231179146,0,15784000,1,13.088,301.083,4
1774960591593,1.77496e+09,7,991399,136779,0,0,0,0,27.4162,143.732,4
1774960591593,1.77496e+09,7,991399,0,0,0,0,0,583.911,6.7486,4
1774960591593,1.77496e+09,8,1029556,38157,1242620558,0,0,1,83.5517,47.1634,4
1774960591593,1.77496e+09,8,1029556,0,1242620558,0,0,1,469.796,8.38786,4
1774960591593,1.77496e+09,9,1029556,0,1279824020,0,0,1,431.356,9.13534,4
1774960591593,1.77496e+09,9,1029556,0,1279824020,0,0,1,463.062,8.50984,4
1774960591593,1.77496e+09,9,1029556,0,1279824020,0,0,1,454.287,8.67422,4
1774960591593,1.77496e+09,10,1029556,0,1316532248,0,0,1,540.313,7.29315,4
1774960591593,1.77496e+09,10,1029556,0,1316532248,0,0,1,566.131,6.96054,4
1774960591593,1.77496e+09,11,1029556,0,1352763027,0,0,1,449.396,8.76863,4
1774960591593,1.77496e+09,11,1029556,0,1352763027,0,0,1,575.042,6.85269,4
1774960591593,1.77496e+09,11,1277259,247703,1352763027,0,16777216,1,15.4462,255.363,4
1774960591593,1.77496e+09,12,1475324,198065,1388533293,0,16777216,1,19.0561,206.988,4
1774960591593,1.77496e+09,13,1785155,309831,1458761527,0,10737417,1,12.4498,316.823,4
1774960591593,1.77496e+09,14,2247819,462664,1493260496,0,5153959,1,8.39358,469.93,4
1774960591593,1.77496e+09,14,3569385,1321566,1493260496,0,3092375,1,2.96873,1328.65,4
