run_id,timestamp,l0_files,stall_micros_total,stall_micros_delta,compaction_pending_bytes,is_write_stopped,actual_delayed_write_rate,num_running_compactions,write_throughput_mb_s,batch_latency_ms,bg_jobs
1774963415918,1.77496e+09,12,0,0,1946865993,0,16777216,2,575.652,6.83696,6
1774963415918,1.77496e+09,9,26191,26191,1946858969,0,0,1,114.001,34.5329,6
1774963415918,1.77496e+09,9,26191,0,1946858969,0,0,1,464.709,8.47556,6
1774963415918,1.77496e+09,10,26191,0,1976435769,0,0,1,501.287,7.86093,6
1774963415918,1.77496e+09,10,26191,0,1976435769,0,0,1,437.506,9.00693,6
1774963415918,1.77496e+09,10,26191,0,1976435769,0,0,1,14.4483,272.738,6
1774963415918,1.77496e+09,11,26191,0,2005777708,0,0,1,39.5839,99.55,6
1774963415918,1.77496e+09,11,26191,0,2005777708,0,0,1,600.605,6.56102,6
1774963415918,1.77496e+09,11,26191,0,2005777708,0,0,1,538.229,7.32139,6
1774963415918,1.77496e+09,13,336114,309923,2063755006,0,10737417,2,12.4373,316.836,6
1774963415918,1.77496e+09,10,735253,399139,2015721923,0,0,2,9.70546,406.017,6
1774963415918,1.77496e+09,10,735253,0,2015721923,0,0,1,586.056,6.7239,6
1774963415918,1.77496e+09,10,735253,0,2015721923,0,0,1,545.888,7.21867,6
1774963415918,1.77496e+09,11,735253,0,2044746983,0,0,1,584.245,6.74475,6
1774963415918,1.77496e+09,11,735253,0,2044746983,0,0,1,588.955,6.6908,6
1774963415918,1.77496e+09,12,1454826,719573,2073540969,0,5772433,1,5.42387,726.526,6
1774963415918,1.77496e+09,13,2331571,876745,2102110354,0,3694356,1,4.45902,883.733,6
1774963415918,1.77496e+09,13,3714194,1382623,2102110354,0,2955484,1,2.83438,1390.28,6
1774963415918,1.77496e+09,14,5445401,1731207,2130461370,0,1418632,1,2.26662,1738.53,6
1774963415918,1.77496e+09,4,5797168,351767,953433479,0,0,1,10.986,358.692,6
1774963415918,1.77496e+09,4,5797168,0,953433479,0,0,1,533.735,7.38303,6
1774963415918,1.77496e+09,5,5797168,0,953433479,0,0,1,451.029,8.73688,6
1774963415918,1.77496e+09,5,5797168,0,953433479,0,0,1,548.737,7.18119,6
1774963415918,1.77496e+09,5,5797168,0,953433479,0,0,1,538.251,7.32109,6
1774963415918,1.77496e+09,6,5797168,0,953433479,0,0,1,576.025,6.84099,6
1774963415918,1.77496e+09,6,5797168,0,953433479,0,0,1,580.418,6.79579,6
1774963415918,1.77496e+09,7,5797168,0,953433479,0,0,1,522.645,7.54699,6
1774963415918,1.77496e+09,7,5797168,0,953433479,0,0,1,598.256,6.59316,6
1774963415918,1.77496e+09,7,5797168,0,953433479,0,0,1,564.831,6.98332,6
1774963415918,1.77496e+09,8,5797168,0,1996522534,0,0,4,458.797,8.59726,6
1774963415918,1.77496e+09,8,5797168,0,1996522534,0,0,4,487.546,8.09031,6
1774963415918,1.77496e+09,9,5926957,129789,1783448257,0,0,3,9.27284,425.371,6
1774963415918,1.77496e+09,9,5926957,0,1783448257,0,0,3,550.333,7.1673,6
1774963415918,1.77496e+09,10,7208127,1281170,1290187460,0,0,1,3.05967,1289.16,6
1774963415918,1.77496e+09,10,7208127,0,977692122,0,0,1,592.929,6.6524,6
1774963415918,1.77496e+09,10,7208127,0,977692122,0,0,1,552.351,7.14111,6
1774963415918,1.77496e+09,11,7208127,0,1018787067,0,0,1,591.586,6.6675,6
1774963415918,1.77496e+09,11,7208127,0,1018787067,0,0,1,585.265,6.7395,6
1774963415918,1.77496e+09,13,8986614,1778487,1118768792,0,1494805,1,2.20934,1785.33,6
1774963415918,1.77496e+09,3,10974240,1987626,268844226,0,0,1,1.97778,1994.35,6
1774963415918,1.77496e+09,3,10974240,0,268844226,0,0,1,524.803,7.51596,6
1774963415918,1.77496e+09,3,10974240,0,268844226,0,0,1,499.907,7.89027,6
1774963415918,1.77496e+09,4,10974240,0,268844226,0,0,1,582.001,6.7773,6
1774963415918,1.77496e+09,4,10974240,0,268844226,0,0,1,556.374,7.08946,6
1774963415918,1.77496e+09,5,10974240,0,268844226,0,0,1,549.57,7.17724,6
1774963415918,1.77496e+09,5,10974240,0,268844226,0,0,1,464.923,8.48397,6
1774963415918,1.77496e+09,6,10974240,0,268844226,0,0,1,493.072,7.99963,6
1774963415918,1.77496e+09,6,10974240,0,268844226,0,0,1,502.723,7.84606,6
